Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
Crust_bin.99	69.57	8.8	Gradient Boost (General Model)	11	0.891	2959	222.00513405590416	1307775	0.46	1753	525	17558	None
Moss_bin.100	99.1	0.05	Gradient Boost (General Model)	11	0.92	79253	273.90135135135137	659281	0.49	740	13	127685	None
Moss_bin.11	71.43	4.14	Gradient Boost (General Model)	11	0.949	6085	263.95081967213116	1775325	0.71	2135	339	20073	None
Moss_bin.119	97.01	5.02	Neural Network (Specific Model)	11	0.913	58890	309.7802197802198	2496307	0.69	2457	68	178465	None
Moss_bin.12	68.78	3.27	Gradient Boost (General Model)	11	0.944	3100	255.4463768115942	3074278	0.7	3795	1056	14914	None
Moss_bin.123	97.75	4.34	Gradient Boost (General Model)	11	0.848	7328	298.02075876879024	5883648	0.72	5588	1004	35451	None
Moss_bin.125	87.1	1.98	Gradient Boost (General Model)	11	0.932	5038	274.1693771095428	2870868	0.66	3259	663	20860	None
Moss_bin.126	55.23	0.34	Gradient Boost (General Model)	11	0.936	4143	253.2239614689946	1344189	0.66	1661	369	10764	None
Moss_bin.129	94.65	1.23	Gradient Boost (General Model)	11	0.891	10856	251.2007722007722	655600	0.62	777	88	32804	None
Moss_bin.13	67.68	5.42	Gradient Boost (General Model)	11	0.832	2307	223.09468416069254	5936674	0.47	7393	2772	47037	None
Moss_bin.131	99.3	0.01	Neural Network (Specific Model)	11	0.925	41680	316.34618608549874	1222108	0.59	1193	43	87459	None
Moss_bin.156	80.34	5.51	Gradient Boost (General Model)	11	0.891	3330	253.78197183098592	6053862	0.62	7100	2139	15015	None
Moss_bin.157	99.98	0.44	Neural Network (Specific Model)	11	0.914	198653	338.2977418455534	3977537	0.38	3587	35	827557	None
Moss_bin.160	100.0	1.88	Neural Network (Specific Model)	11	0.842	28196	298.18412652350554	7307486	0.45	6892	397	110875	None
Moss_bin.164	92.2	5.11	Gradient Boost (General Model)	11	0.897	5828	270.38807568725457	5049866	0.75	5602	1114	25782	None
Moss_bin.166	56.18	6.29	Neural Network (Specific Model)	11	0.898	3064	244.7068079640334	2538360	0.72	3114	859	12020	None
Moss_bin.180	73.83	3.34	Gradient Boost (General Model)	11	0.945	7242	270.7252549490102	2857946	0.71	3334	548	30198	None
Moss_bin.182	86.34	0.88	Gradient Boost (General Model)	11	0.907	6636	266.0791726105563	2461264	0.73	2804	471	24201	None
Moss_bin.191	92.79	0.04	Gradient Boost (General Model)	11	0.934	20265	329.22006560962274	3861300	0.66	3658	319	94462	None
Moss_bin.197	98.62	2.27	Gradient Boost (General Model)	11	0.892	91795	356.7096966091612	6042867	0.41	5043	189	668800	None
Moss_bin.203	93.31	3.38	Gradient Boost (General Model)	11	0.883	134628	385.7639364057154	6503812	0.63	4969	88	405425	None
Moss_bin.21	71.46	3.14	Gradient Boost (General Model)	11	0.822	4407	221.60516129032257	3750436	0.62	4650	990	32629	None
Moss_bin.211	43.87	1.57	Gradient Boost (General Model)	11	0.88	1750	225.6532456861134	2802034	0.65	3651	1637	7763	None
Moss_bin.217	55.76	3.66	Gradient Boost (General Model)	11	0.895	1919	245.00383631713555	3205389	0.44	3910	1741	9962	None
Moss_bin.22	57.52	0.83	Gradient Boost (General Model)	11	0.935	5808	252.85979194934419	1787826	0.7	2211	331	21892	None
Moss_bin.223	80.88	2.43	Gradient Boost (General Model)	11	0.945	6134	275.93040888166803	3225162	0.72	3693	626	30115	None
Moss_bin.228	90.39	5.27	Gradient Boost (General Model)	11	0.932	14609	276.53386454183266	2226915	0.72	2510	231	59011	None
Moss_bin.232	63.78	1.49	Gradient Boost (General Model)	11	0.923	10139	281.50173913043477	1049938	0.38	1150	143	37359	None
Moss_bin.235	80.28	2.05	Gradient Boost (General Model)	11	0.885	3214	256.46717909300537	5642454	0.63	6505	2066	21534	None
Moss_bin.244	88.16	2.39	Gradient Boost (General Model)	11	0.917	3403	243.9580119965724	2787232	0.73	3501	992	27961	None
Moss_bin.245	84.53	3.04	Neural Network (Specific Model)	11	0.868	7075	291.5413961038961	4955272	0.5	4928	878	29068	None
Moss_bin.252	52.4	1.92	Gradient Boost (General Model)	11	0.925	3268	264.62965931863727	2136202	0.63	2495	701	14920	None
Moss_bin.260	82.74	2.81	Neural Network (Specific Model)	11	0.918	4838	250.20558946353998	2537423	0.68	3113	659	18620	None
Moss_bin.261	97.23	2.54	Gradient Boost (General Model)	11	0.911	61901	277.61925601750545	834041	0.47	914	24	166897	None
Moss_bin.264	60.02	1.72	Neural Network (Specific Model)	11	0.812	2479	213.6095700416089	4544035	0.52	5768	2011	34187	None
Moss_bin.268	64.05	1.51	Gradient Boost (General Model)	11	0.902	2560	249.1074620196604	3703878	0.5	4476	1644	10720	None
Moss_bin.269	86.69	11.13	Gradient Boost (General Model)	11	0.863	4423	279.1039439734611	10507092	0.54	10852	3149	35042	None
Moss_bin.274	63.22	3.14	Gradient Boost (General Model)	11	0.884	2255	231.9634768740032	4925664	0.61	6270	2358	11147	None
Moss_bin.283	99.28	3.54	Neural Network (Specific Model)	11	0.891	16443	350.20070921985814	4982013	0.63	4230	477	68182	None
Moss_bin.288	96.58	0.06	Neural Network (Specific Model)	11	0.926	37654	305.54107142857146	2211615	0.66	2240	81	163652	None
Moss_bin.297	93.13	3.72	Neural Network (Specific Model)	11	0.818	14813	284.50841093421445	6931322	0.52	6658	661	150770	None
Moss_bin.298	60.43	1.81	Neural Network (Specific Model)	11	0.925	5955	266.69874476987445	1856200	0.66	2151	364	35608	None
Moss_bin.299	64.76	2.45	Gradient Boost (General Model)	11	0.928	3093	254.5083521444695	1818269	0.72	2215	629	11160	None
Moss_bin.3	92.52	0.98	Gradient Boost (General Model)	11	0.894	12136	305.83302282254306	4399222	0.55	4294	559	53313	None
Moss_bin.305	95.18	2.37	Gradient Boost (General Model)	11	0.922	27216	297.7869454648206	3419097	0.73	3539	184	90939	None
Moss_bin.306	78.91	1.74	Gradient Boost (General Model)	11	0.872	3495	243.55684230843465	4332836	0.7	5181	1447	14585	None
Moss_bin.307	61.55	10.23	Gradient Boost (General Model)	11	0.935	3116	280.97361809045225	3580644	0.7	3980	1210	10045	None
Moss_bin.317	88.73	0.71	Gradient Boost (General Model)	11	0.919	8322	291.0660292799522	3171279	0.72	3347	560	41060	None
Moss_bin.332	58.17	3.83	Gradient Boost (General Model)	11	0.938	3071	229.1478897802581	2093119	0.73	2867	735	8886	None
Moss_bin.334	93.96	0.21	Neural Network (Specific Model)	11	0.911	129666	348.9332333083271	6115146	0.6	5332	80	457147	None
Moss_bin.342	49.41	0.51	Gradient Boost (General Model)	11	0.925	2431	248.95224719101122	1433559	0.69	1780	600	8902	None
Moss_bin.343	53.3	1.72	Gradient Boost (General Model)	11	0.864	3663	232.83293908929627	2727683	0.67	3382	816	23280	None
Moss_bin.345	60.25	9.11	Gradient Boost (General Model)	11	0.916	2418	248.56029313790805	2435770	0.7	3002	1014	7520	None
Moss_bin.35	57.84	2.15	Gradient Boost (General Model)	11	0.875	6397	241.07677509618748	4714339	0.49	5718	1103	106604	None
Moss_bin.38	70.56	3.73	Gradient Boost (General Model)	11	0.924	3706	261.64616680707667	3016276	0.66	3561	886	37049	None
Moss_bin.39	97.56	4.54	Gradient Boost (General Model)	11	0.894	23327	345.8895146151783	8640876	0.68	7458	557	74438	None
Moss_bin.41	59.47	3.34	Gradient Boost (General Model)	11	0.831	3964	250.38127676138575	4636882	0.6	5138	1408	23922	None
Moss_bin.42	88.08	2.42	Gradient Boost (General Model)	11	0.886	12186	281.60156902019696	5704100	0.5	5991	649	87881	None
Moss_bin.45	96.89	3.1	Gradient Boost (General Model)	11	0.896	78305	345.64133165829145	7360242	0.62	6368	150	265745	None
Moss_bin.46	100.0	0.04	Gradient Boost (General Model)	11	0.913	20393	319.04336249524533	2750450	0.68	2629	204	49508	None
Moss_bin.53	82.61	2.56	Neural Network (Specific Model)	11	0.927	9389	285.57779401022646	2525425	0.7	2738	352	59530	None
Moss_bin.54	95.55	3.0	Gradient Boost (General Model)	11	0.917	9236	279.0981012658228	3168328	0.66	3476	445	33177	None
Moss_bin.57	81.98	4.88	Gradient Boost (General Model)	11	0.948	8448	269.0274006418168	3435745	0.73	4051	602	34100	None
Moss_bin.64	100.0	3.69	Gradient Boost (General Model)	11	0.94	35534	303.2553925798102	2237798	0.66	2318	104	82264	None
Moss_bin.68	99.95	0.18	Neural Network (Specific Model)	11	0.906	619141	323.7414338429099	4058466	0.4	3794	12	985488	None
Moss_bin.7	91.72	0.2	Gradient Boost (General Model)	11	0.924	30352	308.2425587467363	3826838	0.71	3830	185	136053	None
Moss_bin.71	86.21	0.11	Neural Network (Specific Model)	11	0.82	5983	220.8114478114478	1674586	0.42	2079	354	27981	None
Moss_bin.72	97.02	0.79	Gradient Boost (General Model)	11	0.938	354338	309.26440177252584	1336496	0.43	1354	13	495329	None
Moss_bin.77	50.3	0.07	Gradient Boost (General Model)	11	0.933	5463	283.97507598784193	1498755	0.73	1645	307	20409	None
Moss_bin.80	83.44	3.81	Gradient Boost (General Model)	11	0.876	6642	274.6210653753027	4651179	0.69	4956	961	34303	None
Moss_bin.81	95.01	2.12	Neural Network (Specific Model)	11	0.931	23496	290.64618249534453	2006646	0.67	2148	118	69166	None
Moss_bin.84	90.91	0.95	Gradient Boost (General Model)	11	0.885	44420	295.19966545012164	6567313	0.49	6576	246	128013	None
Moss_bin.85	68.41	6.27	Gradient Boost (General Model)	11	0.915	2733	255.32566811684276	6716729	0.67	8045	2731	16407	None
Moss_bin.91	96.26	2.56	Neural Network (Specific Model)	11	0.888	24169	341.7078591749644	6479264	0.63	5624	446	132326	None
Moss_bin.96	99.85	0.05	Gradient Boost (General Model)	11	0.912	497468	346.7605308713214	5921253	0.43	5199	21	917093	None
Moss_bin.99	61.09	2.03	Gradient Boost (General Model)	11	0.897	2705	220.23830093592514	1020176	0.49	1389	448	9408	None
Bare_bin.11	75.1	1.03	Gradient Boost (General Model)	11	0.931	6274	284.2295308187673	3972663	0.71	4348	744	23392	None
Bare_bin.112	90.26	4.82	Gradient Boost (General Model)	11	0.884	24240	288.1922371638142	6387043	0.5	6544	461	240760	None
Bare_bin.114	91.56	7.32	Gradient Boost (General Model)	11	0.873	19867	301.17483968313843	5475733	0.69	5302	404	67188	None
Bare_bin.115	99.95	4.13	Neural Network (Specific Model)	11	0.904	94887	320.44964212678934	4150996	0.4	3912	68	317854	None
Bare_bin.120	99.18	0.71	Neural Network (Specific Model)	11	0.917	69234	306.3582434514638	2597006	0.61	2596	47	364255	None
Bare_bin.126	100.0	2.29	Neural Network (Specific Model)	11	0.842	27596	298.8307536525387	7344474	0.44	6913	410	118870	None
Bare_bin.132	63.32	0.48	Neural Network (Specific Model)	11	0.934	6332	277.1246630727763	2636239	0.73	2968	469	26481	None
Bare_bin.135	71.22	1.49	Neural Network (Specific Model)	11	0.917	5248	269.72857142857146	2588939	0.68	2940	522	20127	None
Bare_bin.145	90.35	1.89	Gradient Boost (General Model)	11	0.9	45247	371.2183770883055	5180142	0.67	4190	214	186311	None
Bare_bin.146	71.69	0.11	Gradient Boost (General Model)	11	0.951	5215	264.5743461125045	2321873	0.74	2791	505	22247	None
Bare_bin.15	87.58	1.11	Neural Network (Specific Model)	11	0.914	24852	284.6867862969005	2285482	0.67	2452	146	78898	None
Bare_bin.151	80.33	3.53	Gradient Boost (General Model)	11	0.949	7113	280.0434679334917	3713539	0.76	4210	669	78792	None
Bare_bin.153	96.07	0.57	Gradient Boost (General Model)	11	0.933	14601	307.75080906148867	2747868	0.56	2781	290	59619	None
Bare_bin.155	52.07	0.6	Gradient Boost (General Model)	11	0.923	2188	217.59236703207472	1737467	0.7	2463	857	8979	None
Bare_bin.156	54.55	1.49	Neural Network (Specific Model)	11	0.919	8090	270.945	1764363	0.66	2000	252	33365	None
Bare_bin.161	77.01	5.44	Gradient Boost (General Model)	11	0.931	11753	285.3599449415003	2667091	0.71	2906	335	53182	None
Bare_bin.162	98.62	1.02	Gradient Boost (General Model)	11	0.891	30279	304.8642975893599	4928334	0.72	4812	278	100105	None
Bare_bin.176	82.17	4.89	Gradient Boost (General Model)	11	0.923	13749	287.6535874439462	3327678	0.72	3568	330	54445	None
Bare_bin.188	55.11	4.21	Gradient Boost (General Model)	11	0.945	3540	256.3679140422379	2191309	0.73	2699	661	16601	None
Bare_bin.20	67.03	3.25	Gradient Boost (General Model)	11	0.904	5521	279.22074468085106	2782023	0.4	3008	597	18921	None
Bare_bin.207	76.64	3.31	Gradient Boost (General Model)	11	0.885	8293	284.5356589147287	1241665	0.36	1290	196	26492	None
Bare_bin.213	100.0	0.59	Gradient Boost (General Model)	11	0.908	101632	286.43001007049344	937819	0.45	993	13	288109	None
Bare_bin.218	48.62	1.15	Gradient Boost (General Model)	11	0.911	1825	230.9223254705742	3183502	0.54	4197	1797	11338	None
Bare_bin.226	93.67	0.1	Gradient Boost (General Model)	11	0.906	396776	259.1141141141141	570023	0.44	666	3	396776	None
Bare_bin.240	57.47	6.42	Gradient Boost (General Model)	11	0.892	3218	270.41998821912426	4623715	0.71	5093	1572	15604	None
Bare_bin.241	50.73	2.14	Gradient Boost (General Model)	11	0.9	3441	260.64649490713003	4341189	0.51	5007	1440	19327	None
Bare_bin.244	95.62	1.21	Gradient Boost (General Model)	11	0.883	42798	326.14845302299176	7797014	0.63	7046	268	244010	None
Bare_bin.258	72.18	1.65	Gradient Boost (General Model)	11	0.923	5731	258.2612987012987	1610843	0.67	1925	332	19950	None
Bare_bin.261	99.99	2.32	Neural Network (Specific Model)	11	0.92	34703	344.95483723062813	4896781	0.47	4362	240	160823	None
Bare_bin.266	83.74	1.41	Gradient Boost (General Model)	11	0.928	7565	276.34803528468325	2223261	0.74	2494	370	28995	None
Bare_bin.267	96.73	4.47	Gradient Boost (General Model)	11	0.944	21705	294.4173228346457	2490380	0.68	2667	185	96127	None
Bare_bin.272	100.0	1.91	Neural Network (Specific Model)	11	0.831	72361	311.1815301758277	7086685	0.48	6313	149	358512	None
Bare_bin.28	94.58	0.44	Gradient Boost (General Model)	11	0.929	19456	310.79577245881256	3224661	0.73	3217	241	67234	None
Bare_bin.295	100.0	4.08	Gradient Boost (General Model)	11	0.824	31751	310.99653924807296	7190280	0.48	6357	368	113913	None
Bare_bin.3	82.37	3.59	Gradient Boost (General Model)	11	0.896	4615	298.9134548002803	5704816	0.57	5708	1403	22296	None
Bare_bin.309	100.0	1.84	Gradient Boost (General Model)	11	0.904	53219	359.6384967190296	5993003	0.7	5029	180	181337	None
Bare_bin.31	61.13	1.82	Gradient Boost (General Model)	11	0.939	3546	265.3728155339806	3485014	0.69	4120	1089	16035	None
Bare_bin.311	95.77	3.98	Gradient Boost (General Model)	11	0.893	45157	324.0010070493454	5399518	0.58	4965	193	152570	None
Bare_bin.313	82.77	1.96	Gradient Boost (General Model)	11	0.902	12299	289.566833452466	2691586	0.73	2798	254	42317	None
Bare_bin.320	92.08	5.01	Gradient Boost (General Model)	11	0.948	28270	321.23751224289913	4137965	0.73	4084	219	108514	None
Bare_bin.323	85.77	2.49	Gradient Boost (General Model)	11	0.954	18397	286.461797752809	2396813	0.72	2670	201	69302	None
Bare_bin.325	94.0	1.01	Gradient Boost (General Model)	11	0.867	23712	342.62472308373947	5345161	0.68	4514	365	95388	None
Bare_bin.326	96.81	1.03	Gradient Boost (General Model)	11	0.926	42660	327.928324099723	3062897	0.58	2888	121	99630	None
Bare_bin.328	100.0	0.07	Neural Network (Specific Model)	11	0.916	1167210	348.5428015564202	4099811	0.47	3598	7	1519411	None
Bare_bin.330	70.55	2.56	Neural Network (Specific Model)	11	0.919	11648	282.77599058454297	2346273	0.66	2549	243	96709	None
Bare_bin.334	89.29	1.99	Gradient Boost (General Model)	11	0.94	17602	299.8199808490265	2989910	0.75	3133	224	62813	None
Bare_bin.342	51.85	0.95	Gradient Boost (General Model)	11	0.9	3948	252.94717379820392	1593087	0.68	1893	453	12376	None
Bare_bin.348	92.84	1.96	Gradient Boost (General Model)	11	0.914	25769	365.39956331877727	2740348	0.63	2290	175	74766	None
Bare_bin.351	85.59	6.69	Neural Network (Specific Model)	11	0.923	9349	272.03727506426736	2746017	0.63	3112	462	43669	None
Bare_bin.36	77.86	3.35	Gradient Boost (General Model)	11	0.945	4616	254.49512378094525	2148156	0.72	2666	559	14810	None
Bare_bin.361	79.82	2.04	Gradient Boost (General Model)	11	0.93	3489	240.7021387584768	1484683	0.56	1917	497	18490	None
Bare_bin.366	49.22	2.55	Neural Network (Specific Model)	11	0.923	2721	226.1050997782705	1650919	0.69	2255	679	9931	None
Bare_bin.368	90.96	5.36	Gradient Boost (General Model)	11	0.874	17009	290.7286890718896	4476417	0.64	4493	503	92924	None
Bare_bin.370	89.99	3.09	Neural Network (Specific Model)	11	0.925	14402	285.9648590021692	2131902	0.67	2305	191	48568	None
Bare_bin.374	77.89	2.64	Gradient Boost (General Model)	11	0.859	6072	289.10228766763083	3832998	0.66	3803	723	28475	None
Bare_bin.381	93.51	2.58	Gradient Boost (General Model)	11	0.897	15655	320.31742508324083	2889509	0.65	2703	300	80980	None
Bare_bin.382	94.77	1.32	Neural Network (Specific Model)	11	0.95	24546	354.4442545920547	5224093	0.61	4682	323	104683	None
Bare_bin.384	94.44	8.91	Gradient Boost (General Model)	11	0.919	92205	314.2610510046368	6616837	0.71	6470	121	320825	None
Bare_bin.388	88.11	2.8	Neural Network (Specific Model)	11	0.885	7991	274.4644093882262	4823602	0.46	5198	800	30408	None
Bare_bin.389	77.93	3.77	Neural Network (Specific Model)	11	0.908	7245	280.99165482954544	5215315	0.74	5632	871	28272	None
Bare_bin.39	63.2	2.14	Gradient Boost (General Model)	11	0.948	7665	266.347442680776	1905008	0.73	2268	310	27659	None
Bare_bin.391	49.28	4.17	Gradient Boost (General Model)	11	0.935	4499	266.00636604774536	1603916	0.71	1885	431	21529	None
Bare_bin.397	67.27	1.74	Gradient Boost (General Model)	11	0.864	4275	252.42667361292004	3355086	0.65	3839	910	17712	None
Bare_bin.418	100.0	0.73	Gradient Boost (General Model)	11	0.931	41825	352.3810488408733	5035042	0.65	4443	227	157488	None
Bare_bin.42	80.3	3.13	Gradient Boost (General Model)	11	0.857	5100	296.815143074196	4096934	0.65	3949	955	19988	None
Bare_bin.431	57.78	4.76	Gradient Boost (General Model)	11	0.901	3129	248.1737978810106	4047382	0.74	4908	1385	27301	None
Bare_bin.434	62.12	5.08	Gradient Boost (General Model)	11	0.875	3168	231.76734693877552	3109903	0.68	3920	1030	19450	None
Bare_bin.438	66.47	7.4	Gradient Boost (General Model)	11	0.935	5134	261.04430379746833	3821317	0.72	4582	877	52062	None
Bare_bin.444	64.97	7.02	Gradient Boost (General Model)	11	0.951	2752	242.41228070175438	2520322	0.75	3306	934	11659	None
Bare_bin.446	62.27	5.42	Gradient Boost (General Model)	11	0.918	2588	239.80887557854615	2870749	0.7	3673	1117	11185	None
Bare_bin.448	48.1	7.53	Gradient Boost (General Model)	11	0.887	2890	247.45462920313219	3624610	0.66	4342	1317	9743	None
Bare_bin.47	96.61	0.03	Gradient Boost (General Model)	11	0.938	29841	300.0036231884058	2377825	0.61	2484	159	75403	None
Bare_bin.55	72.51	1.82	Gradient Boost (General Model)	11	0.899	4767	285.9598621029303	3867800	0.49	4061	967	25952	None
Bare_bin.57	56.15	2.21	Gradient Boost (General Model)	11	0.854	2408	265.13341033785736	3219135	0.73	3463	1455	9941	None
Bare_bin.60	99.9	2.61	Neural Network (Specific Model)	11	0.874	61748	299.76141999477943	3933597	0.63	3831	92	173308	None
Bare_bin.64	57.6	3.49	Gradient Boost (General Model)	11	0.949	4435	255.95128354725787	2761852	0.73	3428	719	18341	None
Bare_bin.75	99.26	1.18	Gradient Boost (General Model)	11	0.947	26681	330.16338354577056	3602178	0.67	3452	207	95069	None
Bare_bin.79	51.94	3.21	Gradient Boost (General Model)	11	0.901	3035	225.28992520897492	1700782	0.67	2273	590	10496	None
Bare_bin.96	61.83	0.44	Neural Network (Specific Model)	11	0.926	4867	259.4076881429345	1548729	0.66	1847	364	19631	None
Crust_bin.105	66.25	3.67	Neural Network (Specific Model)	11	0.915	4721	252.48176661264182	2036604	0.66	2468	495	20391	None
Crust_bin.113	74.25	1.03	Gradient Boost (General Model)	11	0.913	6517	253.56940509915015	586662	0.45	706	112	15025	None
Crust_bin.115	91.43	1.4	Gradient Boost (General Model)	11	0.882	5167	292.91240627130196	5836584	0.67	5868	1484	32972	None
Crust_bin.120	93.12	3.24	Gradient Boost (General Model)	11	0.935	7975	292.615796519411	4195437	0.74	4482	716	40877	None
Crust_bin.121	95.87	4.24	Neural Network (Specific Model)	11	0.886	13926	287.7255698886729	5504125	0.63	5659	551	89359	None
Crust_bin.125	89.32	0.21	Gradient Boost (General Model)	11	0.925	15316	323.99902983264616	4325640	0.74	4123	365	78504	None
Crust_bin.126	99.95	0.88	Neural Network (Specific Model)	11	0.883	21377	339.1217712177122	5612764	0.63	4878	427	94481	None
Crust_bin.132	80.77	5.16	Gradient Boost (General Model)	11	0.845	4816	261.5121506682868	6102264	0.7	6584	1483	27202	None
Crust_bin.134	58.27	3.56	Gradient Boost (General Model)	11	0.892	4246	270.4410177332305	3529888	0.77	3891	936	22791	None
Crust_bin.137	86.92	3.81	Gradient Boost (General Model)	11	0.875	5229	259.58532219570407	2976644	0.66	3352	701	43598	None
Crust_bin.139	90.71	2.66	Neural Network (Specific Model)	11	0.927	42868	305.4873267995945	2918617	0.66	2959	102	121717	None
Crust_bin.144	53.2	2.39	Gradient Boost (General Model)	11	0.906	3059	254.14417065097462	2282202	0.56	2719	782	11371	None
Crust_bin.157	91.31	0.51	Gradient Boost (General Model)	11	0.911	179314	349.5698986421878	6002954	0.6	5229	64	580312	None
Crust_bin.167	51.43	1.29	Gradient Boost (General Model)	11	0.876	1931	205.2482131254061	4317416	0.49	6156	2328	8551	None
Crust_bin.172	56.18	1.71	Gradient Boost (General Model)	11	0.933	3588	261.22707823960883	2738811	0.7	3272	834	12770	None
Crust_bin.175	85.94	1.53	Gradient Boost (General Model)	11	0.874	10132	283.44728880614383	4170055	0.64	4297	573	56329	None
Crust_bin.178	96.72	2.49	Neural Network (Specific Model)	11	0.888	27310	347.23062558356673	6274154	0.63	5355	358	127212	None
Crust_bin.18	56.57	1.7	Gradient Boost (General Model)	11	0.938	3009	240.32654051431345	1579117	0.66	2061	543	10382	None
Crust_bin.181	71.08	1.57	Gradient Boost (General Model)	11	0.93	4437	269.346301369863	1582556	0.72	1825	431	18300	None
Crust_bin.188	71.85	6.71	Gradient Boost (General Model)	11	0.866	6982	231.22677865612647	1615380	0.63	2024	346	42364	None
Crust_bin.191	82.21	2.68	Neural Network (Specific Model)	11	0.925	7018	277.7828143476547	2281378	0.68	2537	418	43129	None
Crust_bin.195	58.99	4.24	Gradient Boost (General Model)	11	0.885	2411	242.18621307072516	5487328	0.69	6702	2482	19806	None
Crust_bin.20	70.75	3.57	Gradient Boost (General Model)	11	0.889	4218	297.360396039604	5567002	0.69	5555	1540	33161	None
Crust_bin.201	93.9	1.53	Neural Network (Specific Model)	11	0.911	22320	296.1395420792079	3143340	0.69	3232	202	95474	None
Crust_bin.204	94.99	3.17	Gradient Boost (General Model)	11	0.875	24014	323.9125646212632	4937459	0.51	4449	339	94419	None
Crust_bin.205	74.3	4.62	Gradient Boost (General Model)	11	0.836	2965	243.8502080443828	3781246	0.65	4326	1440	12436	None
Crust_bin.21	98.49	9.1	Gradient Boost (General Model)	11	0.878	27867	341.27534776996987	8118468	0.6	6973	426	101518	None
Crust_bin.212	81.5	1.78	Neural Network (Specific Model)	11	0.787	3618	206.27357651245552	1761998	0.34	2248	527	25924	None
Crust_bin.218	98.33	12.9	Gradient Boost (General Model)	11	0.883	94503	339.1506287975131	8145730	0.67	7077	144	230620	None
Crust_bin.219	94.71	1.85	Neural Network (Specific Model)	11	0.921	31183	307.1528662420382	2979818	0.7	2983	147	136285	None
Crust_bin.236	67.01	1.43	Gradient Boost (General Model)	11	0.919	4054	272.631850117096	3786333	0.55	4270	1015	19790	None
Crust_bin.238	94.27	5.26	Gradient Boost (General Model)	11	0.88	10766	334.97604938271604	4619778	0.69	4050	595	53826	None
Crust_bin.243	76.92	1.62	Neural Network (Specific Model)	11	0.923	7669	269.86119257087	1789043	0.66	2046	292	33125	None
Crust_bin.249	83.84	1.37	Gradient Boost (General Model)	11	0.916	8347	276.73057892132607	3658574	0.69	4042	629	43887	None
Crust_bin.252	93.53	3.85	Gradient Boost (General Model)	11	0.892	7533	282.68455663979637	4474345	0.46	4714	785	38282	None
Crust_bin.255	93.55	3.39	Gradient Boost (General Model)	11	0.896	16350	315.84715025906735	1627623	0.46	1544	150	41919	None
Crust_bin.262	100.0	4.04	Neural Network (Specific Model)	11	0.936	117881	317.8949399656947	4739262	0.67	4664	60	462160	None
Crust_bin.267	92.52	1.69	Gradient Boost (General Model)	11	0.901	12016	324.2352764423077	7176242	0.52	6656	873	58548	None
Crust_bin.269	58.78	8.4	Gradient Boost (General Model)	11	0.913	2411	220.70079823837048	2627206	0.65	3633	1217	16070	None
Crust_bin.27	58.55	8.04	Neural Network (Specific Model)	11	0.916	5119	260.26545595054097	2201799	0.69	2588	524	58365	None
Crust_bin.271	72.16	3.91	Neural Network (Specific Model)	11	0.911	34573	291.1471812334468	2529744	0.69	2643	132	113282	None
Crust_bin.273	55.0	2.03	Gradient Boost (General Model)	11	0.952	2712	240.73898916967508	2095028	0.72	2770	788	8842	None
Crust_bin.281	92.32	3.47	Gradient Boost (General Model)	11	0.933	66718	308.58594730238394	1577711	0.41	1594	33	171479	None
Crust_bin.283	99.34	0.26	Gradient Boost (General Model)	11	0.921	154418	287.85546415981196	796322	0.48	851	10	301217	None
Crust_bin.285	61.53	2.96	Gradient Boost (General Model)	11	0.935	3078	242.3438645980254	2747332	0.73	3545	943	11924	None
Crust_bin.3	67.74	1.22	Gradient Boost (General Model)	11	0.881	3136	237.37574501166105	3114383	0.46	3859	1140	13838	None
Crust_bin.306	84.95	0.89	Neural Network (Specific Model)	11	0.921	37682	297.23759580475996	2396070	0.68	2479	109	126188	None
Crust_bin.316	100.0	0.14	Gradient Boost (General Model)	11	0.921	473428	382.5968491213896	6163037	0.44	4951	17	1023055	None
Crust_bin.323	96.68	10.72	Gradient Boost (General Model)	11	0.92	71087	319.3269561890186	5428075	0.7	5227	128	256764	None
Crust_bin.327	65.37	1.58	Gradient Boost (General Model)	11	0.922	2845	258.5681731864793	2211258	0.72	2633	799	11302	None
Crust_bin.330	99.4	1.42	Gradient Boost (General Model)	11	0.894	136507	323.1095518334088	4779707	0.64	4418	67	300767	None
Crust_bin.333	99.96	1.17	Neural Network (Specific Model)	11	0.906	479549	323.59899947340705	4060500	0.4	3798	14	904600	None
Crust_bin.335	53.27	4.91	Gradient Boost (General Model)	11	0.948	3892	238.6351970669111	1642441	0.73	2182	527	26585	None
Crust_bin.339	60.3	5.03	Gradient Boost (General Model)	11	0.935	5448	269.0971074380165	2500513	0.71	2904	563	19568	None
Crust_bin.351	53.28	2.46	Gradient Boost (General Model)	11	0.926	3865	246.60897030953885	1261114	0.66	1583	368	18172	None
Crust_bin.352	92.22	5.05	Neural Network (Specific Model)	11	0.906	121876	312.1643873085339	3772264	0.65	3656	45	495468	None
Crust_bin.354	93.72	0.84	Gradient Boost (General Model)	11	0.899	14769	342.372221264863	6620529	0.52	5803	656	71909	None
Crust_bin.355	98.08	4.1	Gradient Boost (General Model)	11	0.917	44801	290.18899657924743	3319756	0.66	3508	146	161277	None
