Final_name,FeatureID,Annotation_Confidence,Final_formula,KEGG_id,KEGG_name,KEGG_formula,KEGG_pathway
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Biosynthesis of plant hormones
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Metabolic pathways
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Biosynthesis of secondary metabolites
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Microbial metabolism in diverse environments
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Carbon metabolism
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,2-Oxocarboxylic acid metabolism
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Biosynthesis of amino acids
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Biosynthesis of cofactors
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,HIF-1 signaling pathway
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,GABAergic synapse
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Glucagon signaling pathway
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Proximal tubule bicarbonate reclamation
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Bile secretion
Glutaric acid,2.683_132.04228_HILIC,L1,C5H8O4,cpd:C00026,2-Oxoglutarate;Oxoglutaric acid;2-Ketoglutaric acid;alpha-Ketoglutaric acid,C5H6O5,Central carbon metabolism in cancer
Glycyl-L-leucine,9.96_188.11607_HILIC,L1,C8H16N2O3,NA,NA,NA,NA
Guanosine,8.116_283.09177_HILIC,L2,C10H13N5O5,cpd:C00035,GDP;Guanosine 5'-diphosphate;Guanosine diphosphate,C10H15N5O11P2,Purine metabolism
Guanosine,8.116_283.09177_HILIC,L2,C10H13N5O5,cpd:C00035,GDP;Guanosine 5'-diphosphate;Guanosine diphosphate,C10H15N5O11P2,Metabolic pathways
Guanosine,8.116_283.09177_HILIC,L2,C10H13N5O5,cpd:C00035,GDP;Guanosine 5'-diphosphate;Guanosine diphosphate,C10H15N5O11P2,Nucleotide metabolism
Guanosine,8.116_283.09177_HILIC,L2,C10H13N5O5,cpd:C00035,GDP;Guanosine 5'-diphosphate;Guanosine diphosphate,C10H15N5O11P2,Ras signaling pathway
Guanosine,8.116_283.09177_HILIC,L2,C10H13N5O5,cpd:C00035,GDP;Guanosine 5'-diphosphate;Guanosine diphosphate,C10H15N5O11P2,Rap1 signaling pathway
Guanosine,8.116_283.09177_HILIC,L2,C10H13N5O5,cpd:C00035,GDP;Guanosine 5'-diphosphate;Guanosine diphosphate,C10H15N5O11P2,Mitophagy - animal
Guanosine,8.116_283.09177_HILIC,L2,C10H13N5O5,cpd:C00035,GDP;Guanosine 5'-diphosphate;Guanosine diphosphate,C10H15N5O11P2,Autophagy - animal
Guanosine,8.116_283.09177_HILIC,L2,C10H13N5O5,cpd:C00035,GDP;Guanosine 5'-diphosphate;Guanosine diphosphate,C10H15N5O11P2,Endocytosis
Heptose,4.323_210.07376_HILIC,L3,C7H14O7,cpd:C06397,ADP-D-glycero-beta-D-manno-heptose,C17H27N5O16P2,Lipopolysaccharide biosynthesis
Heptose,4.323_210.07376_HILIC,L3,C7H14O7,cpd:C06397,ADP-D-glycero-beta-D-manno-heptose,C17H27N5O16P2,Metabolic pathways
Heptose,4.323_210.07376_HILIC,L3,C7H14O7,cpd:C06397,ADP-D-glycero-beta-D-manno-heptose,C17H27N5O16P2,Biosynthesis of nucleotide sugars
hexadec-8-ynedioic acid,1.223_282.18326_HILIC,L3,C16H26O4,NA,NA,NA,NA
"Hexadecanedioic acid, 8-hydroxy-",1.524_302.20948_HILIC,L3,C16H30O5,NA,NA,NA,NA
Hypoxanthine,3.88_136.03855_HILIC,L2,C5H4N4O,cpd:C00262,Hypoxanthine;Purine-6-ol,C5H4N4O,Purine metabolism
Hypoxanthine,3.88_136.03855_HILIC,L2,C5H4N4O,cpd:C00262,Hypoxanthine;Purine-6-ol,C5H4N4O,Metabolic pathways
Hypoxanthine,3.88_136.03855_HILIC,L2,C5H4N4O,cpd:C00262,Hypoxanthine;Purine-6-ol,C5H4N4O,Nucleotide metabolism
Inosine,6.233_268.08083_HILIC,L1,C10H12N4O5,cpd:C00081,ITP;Inosine 5'-triphosphate;Inosine triphosphate;Inosine tripolyphosphate,C10H15N4O14P3,Purine metabolism
Inosine,6.233_268.08083_HILIC,L1,C10H12N4O5,cpd:C00081,ITP;Inosine 5'-triphosphate;Inosine triphosphate;Inosine tripolyphosphate,C10H15N4O14P3,Metabolic pathways
Inosine,6.233_268.08083_HILIC,L1,C10H12N4O5,cpd:C00081,ITP;Inosine 5'-triphosphate;Inosine triphosphate;Inosine tripolyphosphate,C10H15N4O14P3,Nucleotide metabolism
Jasmonic acid,1.267_210.12537_HILIC,L2,C12H18O3,cpd:C08491,"(-)-Jasmonic acid;Jasmonic acid;{(1R,2R)-3-Oxo-2-[(Z)pent-2-enyl]cyclopent-2-enyl}acetic acid;Jasmonate;(-)-Jasmonate",C12H18O3,alpha-Linolenic acid metabolism
Jasmonic acid,1.267_210.12537_HILIC,L2,C12H18O3,cpd:C08491,"(-)-Jasmonic acid;Jasmonic acid;{(1R,2R)-3-Oxo-2-[(Z)pent-2-enyl]cyclopent-2-enyl}acetic acid;Jasmonate;(-)-Jasmonate",C12H18O3,Biosynthesis of plant secondary metabolites
Jasmonic acid,1.267_210.12537_HILIC,L2,C12H18O3,cpd:C08491,"(-)-Jasmonic acid;Jasmonic acid;{(1R,2R)-3-Oxo-2-[(Z)pent-2-enyl]cyclopent-2-enyl}acetic acid;Jasmonate;(-)-Jasmonate",C12H18O3,Biosynthesis of plant hormones
Jasmonic acid,1.267_210.12537_HILIC,L2,C12H18O3,cpd:C08491,"(-)-Jasmonic acid;Jasmonic acid;{(1R,2R)-3-Oxo-2-[(Z)pent-2-enyl]cyclopent-2-enyl}acetic acid;Jasmonate;(-)-Jasmonate",C12H18O3,Metabolic pathways
Jasmonic acid,1.267_210.12537_HILIC,L2,C12H18O3,cpd:C08491,"(-)-Jasmonic acid;Jasmonic acid;{(1R,2R)-3-Oxo-2-[(Z)pent-2-enyl]cyclopent-2-enyl}acetic acid;Jasmonate;(-)-Jasmonate",C12H18O3,Biosynthesis of secondary metabolites
Jasmonic acid,1.267_210.12537_HILIC,L2,C12H18O3,cpd:C08491,"(-)-Jasmonic acid;Jasmonic acid;{(1R,2R)-3-Oxo-2-[(Z)pent-2-enyl]cyclopent-2-enyl}acetic acid;Jasmonate;(-)-Jasmonate",C12H18O3,Plant hormone signal transduction
L-(-)-Malic acid,12.062_134.02157_HILIC,L2,C4H6O5,NA,NA,NA,NA
L-(+)-Lactic acid,4.654_90.03167_HILIC,L2,C3H6O3,NA,NA,NA,NA
L-(+)-Lactic acid,4.495_90.03168_HILIC,L2,C3H6O3,NA,NA,NA,NA
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Arginine biosynthesis
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,"Alanine, aspartate and glutamate metabolism"
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,"Glycine, serine and threonine metabolism"
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Monobactam biosynthesis
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Cysteine and methionine metabolism
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Lysine biosynthesis
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Histidine metabolism
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,beta-Alanine metabolism
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Cyanoamino acid metabolism
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,D-Amino acid metabolism
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Carbon fixation by Calvin cycle
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Nicotinate and nicotinamide metabolism
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Pantothenate and CoA biosynthesis
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Aminoacyl-tRNA biosynthesis
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Biosynthesis of various other secondary metabolites
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Biosynthesis of various antibiotics
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Biosynthesis of various plant secondary metabolites
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Biosynthesis of plant secondary metabolites
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid"
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Biosynthesis of plant hormones
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Metabolic pathways
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Biosynthesis of secondary metabolites
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Microbial metabolism in diverse environments
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Carbon metabolism
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,2-Oxocarboxylic acid metabolism
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Biosynthesis of amino acids
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Biosynthesis of cofactors
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,ABC transporters
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Two-component system
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Bacterial chemotaxis
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Neuroactive ligand-receptor interaction
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Protein digestion and absorption
L-Aspartic acid,12.858_133.03755_HILIC,L2,C4H7NO4,cpd:C00049,L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,C4H7NO4,Central carbon metabolism in cancer
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Arginine biosynthesis
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,"Alanine, aspartate and glutamate metabolism"
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Arginine and proline metabolism
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Carbapenem biosynthesis
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Histidine metabolism
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Taurine and hypotaurine metabolism
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,D-Amino acid metabolism
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Glutathione metabolism
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,"Neomycin, kanamycin and gentamicin biosynthesis"
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Glyoxylate and dicarboxylate metabolism
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Butanoate metabolism
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,C5-Branched dibasic acid metabolism
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Porphyrin metabolism
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Nitrogen metabolism
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Aminoacyl-tRNA biosynthesis
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Biosynthesis of various other secondary metabolites
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Biosynthesis of various antibiotics
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Biosynthesis of plant secondary metabolites
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid"
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Metabolic pathways
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Biosynthesis of secondary metabolites
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Microbial metabolism in diverse environments
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Carbon metabolism
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,2-Oxocarboxylic acid metabolism
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Biosynthesis of amino acids
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Biosynthesis of cofactors
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,ABC transporters
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Two-component system
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,FoxO signaling pathway
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Phospholipase D signaling pathway
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Neuroactive ligand-receptor interaction
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Ferroptosis
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Gap junction
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Circadian entrainment
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Long-term potentiation
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Synaptic vesicle cycle
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Retrograde endocannabinoid signaling
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Glutamatergic synapse
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,GABAergic synapse
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Long-term depression
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Taste transduction
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Proximal tubule bicarbonate reclamation
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Protein digestion and absorption
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Amyotrophic lateral sclerosis
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Huntington disease
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Spinocerebellar ataxia
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Pathways of neurodegeneration - multiple diseases
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Cocaine addiction
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Amphetamine addiction
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Nicotine addiction
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Alcoholism
L-Glutamic acid,12.066_147.0532_HILIC,L1,C5H9NO4,cpd:C00025,L-Glutamate;L-Glutamic acid;L-Glutaminic acid;Glutamate,C5H9NO4,Central carbon metabolism in cancer
L-Leucic acid,2.045_132.07867_HILIC,L1,C6H12O3,NA,NA,NA,NA
L-Phenylalanine,7.766_165.0789_HILIC,L1,C9H11NO2,cpd:C00079,L-Phenylalanine;(S)-alpha-Amino-beta-phenylpropionic acid,C9H11NO2,Phenylalanine metabolism
L-Phenylalanine,7.766_165.0789_HILIC,L1,C9H11NO2,cpd:C00079,L-Phenylalanine;(S)-alpha-Amino-beta-phenylpropionic acid,C9H11NO2,"Phenylalanine, tyrosine and tryptophan biosynthesis"
L-Phenylalanine,7.766_165.0789_HILIC,L1,C9H11NO2,cpd:C00079,L-Phenylalanine;(S)-alpha-Amino-beta-phenylpropionic acid,C9H11NO2,Cyanoamino acid metabolism
L-Phenylalanine,7.766_165.0789_HILIC,L1,C9H11NO2,cpd:C00079,L-Phenylalanine;(S)-alpha-Amino-beta-phenylpropionic acid,C9H11NO2,D-Amino acid metabolism
L-Phenylalanine,7.766_165.0789_HILIC,L1,C9H11NO2,cpd:C00079,L-Phenylalanine;(S)-alpha-Amino-beta-phenylpropionic acid,C9H11NO2,Phenylpropanoid biosynthesis
L-Phenylalanine,7.766_165.0789_HILIC,L1,C9H11NO2,cpd:C00079,L-Phenylalanine;(S)-alpha-Amino-beta-phenylpropionic acid,C9H11NO2,"Tropane, piperidine and pyridine alkaloid biosynthesis"
L-Phenylalanine,7.766_165.0789_HILIC,L1,C9H11NO2,cpd:C00079,L-Phenylalanine;(S)-alpha-Amino-beta-phenylpropionic acid,C9H11NO2,Glucosinolate biosynthesis
L-Phenylalanine,7.766_165.0789_HILIC,L1,C9H11NO2,cpd:C00079,L-Phenylalanine;(S)-alpha-Amino-beta-phenylpropionic acid,C9H11NO2,Aminoacyl-tRNA biosynthesis
L-Phenylalanine,7.766_165.0789_HILIC,L1,C9H11NO2,cpd:C00079,L-Phenylalanine;(S)-alpha-Amino-beta-phenylpropionic acid,C9H11NO2,Biosynthesis of various alkaloids
L-Phenylalanine,7.766_165.0789_HILIC,L1,C9H11NO2,cpd:C00079,L-Phenylalanine;(S)-alpha-Amino-beta-phenylpropionic acid,C9H11NO2,Biosynthesis of various other secondary metabolites
